name,reviewer,no_stars,review_body,guide,no_reviews,review-date,url,timestamp
Yogesh Verma,Yogesh Verma,4.0,,Local Guide,54 reviews,11 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:40Z
Tarannum Gupta,Tarannum Gupta,4.0,Peaceful and beautiful garden but not worthy of your time. You can visit it if you want quite time and be in nature.,Local Guide,24 reviews,6 days ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:40Z
Dream Destination,Dream Destination,3.0,"Good,garden is big walking path good tikit only rs 20 .",Local Guide,363 reviews,6 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:40Z
himanshu saini,himanshu saini,5.0,,Local Guide,420 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:40Z
Travel With Freddie,Travel With Freddie,5.0,,Local Guide,39 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:40Z
Bhavna Vaja,Bhavna Vaja,3.0,Like any other park. You can see fountains and Mable statues placed in the garden. Entry tickets are around inr 20. No need for a guide,Local Guide,13 reviews,7 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:40Z
Jaldeep Patel,Jaldeep Patel,3.0,,Local Guide,300 reviews,2 years ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:40Z
payal valani,payal valani,5.0,Beautiful garden with different flowers trees and fountains. Decent place for photography lovers,Local Guide,12 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:41Z
khushboo gupta,khushboo gupta,4.0,It is a one of the famous place in udaipur. Commner recommends you to visit this place. It has museum inside where you see different portrait. Nice place. You can take photos with the flowery background.,Local Guide,30 reviews,8 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:41Z
Chetna Gundecha,Chetna Gundecha,5.0,,Local Guide,167 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:41Z
Devendra KUMAR,Devendra KUMAR,5.0,One of the most beautiful garden in India.Very big and beautiful.well maintained fountain.many bollywood song are shoot here. Entry fee for Indian is ₹20. Many type flowers plant here. Fountain feelings amazing.,Local Guide,133 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:42Z
Kartik Madan_34,Kartik Madan_34,4.0,"Nice place to hanhout with friends, have some very beautiful garden with flowers and fountain inside.. Walking trails are also present between beautiful trees and flowers",Local Guide,20 reviews,5 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:42Z
neel madhav,neel madhav,4.0,Enhance your travel experience with Greenary & fountains. 1 hour you can spend. 20rs entrance only. Couples can click good shots,,11 reviews,4 weeks ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:42Z
Manoj Bhosle,Manoj Bhosle,4.0,Technology which was used 400 years will blow your mind. At that time without electricity all fountains have water. None of the fountains have rusting.. All working now also on electricity.,Local Guide,98 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:42Z
Md Intekhab Alam Ansari,Md Intekhab Alam Ansari,4.0,It's like a garden with some fountains. The atmosphere is cool and you can relax over there. Plenty of open space to stroll. There's an entry fee of Rs. 20/- per head.,,33 reviews,2 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:42Z
Amit Singh,Amit Singh,5.0,"This park is immensely beautiful, such that you spend hours here by just grazing the beauty of the park & plants here. It’s highly recommended for the tourists who visits the park, small ticket at the gate & car parking is nearby the park.. Must visit.",Local Guide,177 reviews,2 years ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:42Z
Vivekanand Kini,Vivekanand Kini,5.0,,Local Guide,410 reviews,a month ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:42Z
Shivam Khandelwal,Shivam Khandelwal,3.0,,Local Guide,49 reviews,5 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:42Z
prasad devadiga,prasad devadiga,4.0,Dont expect much intresting history dateing like city palace from at saheliyon ki bari anywyas Good place to hangaround nice gardens and fountain made by king to his queens select you guide properly.,Local Guide,144 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:42Z
Geetanshu Chouhan - Live To Drive,Geetanshu Chouhan - Live To Drive,4.0,Nice place to spend time on weekends. Lots of greenery is there and the dense trees help to get rid from the burning sun. Ticket price is 20/- per person. Fountains were there but not all were in working condition. If they get repaired then it would be more fun to visit here and we enjoy beautiful views.,Local Guide,78 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:42Z
KESHAW ASOPA,KESHAW ASOPA,2.0,"As much as I had heard about this place, I did not really experience it. It is just like a normal garden which is well maintained. If you are traveling in Udaipur then you may skip this place. One time watch park with friends and family.",Local Guide,81 reviews,2 years ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:42Z
Hasan Darbar,Hasan Darbar,4.0,,Local Guide,10 reviews,4 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:42Z
Minakshee Jha,Minakshee Jha,4.0,Nice and well maintained garden where Rani used to come with her friends to enjoy.. It nearby fateh sagar lake and nimach mata temple.. Street foods are just outside of the park.,,10 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:43Z
Manish Agrawal,Manish Agrawal,5.0,,Local Guide,95 reviews,11 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:43Z
Let's Decrypt,Let's Decrypt,5.0,,Local Guide,500 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:43Z
M,M,4.0,,,23 reviews,4 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:43Z
Harkesh Rathore,Harkesh Rathore,4.0,There are many fountains. Great place!,Local Guide,76 reviews,a month ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:43Z
Vijay Chouhan,Vijay Chouhan,5.0,,Local Guide,284 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:43Z
Haniel,Haniel,4.0,"Beautiful Garden, but no seating facilities which I think is a good thing",Local Guide,334 reviews,a month ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:43Z
Mohd Shoaib,Mohd Shoaib,4.0,"Saheliyo ki bari, this is a nice place, you are tourist and you have visited the places and still have time then you should visit this and see the gardens. Ticket is also quite budget friendly. If you are already here then also should go to shukhadiya circle that is on walking distance.",Local Guide,87 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:43Z
Raveti Raman,Raveti Raman,5.0,,Local Guide,12 reviews,7 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:43Z
Bhaskar Choudhary,Bhaskar Choudhary,4.0,,Local Guide,20 reviews,8 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:43Z
Paras Joshi,Paras Joshi,5.0,,,2 reviews,5 days ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:43Z
Akhilesh K,Akhilesh K,4.0,,Local Guide,101 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:43Z
Vidishha S Singh,Vidishha S Singh,5.0,,Local Guide,24 reviews,9 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:43Z
Nitin Singh Bhadoria,Nitin Singh Bhadoria,5.0,One time visit place in Udaipur! Sheliyo ki Bari. Cool environment with lots of history for every plant,,85 reviews,8 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:43Z
KRITIKA ANAND,KRITIKA ANAND,4.0,Nature lovers would like the place. It represents our history. Built by the then King of Udaipur. It represents the recreation ground for the Queen and her maids hence the name 'Saheliyon ki Baari'.,Local Guide,21 reviews,a week ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:43Z
Ashish Nirmale,Ashish Nirmale,3.0,The garden has a rich history of Rajasthan and specially known for Fountains,Local Guide,85 reviews,4 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:43Z
Puneet Vyas,Puneet Vyas,5.0,"Extra Ordinary,very happy to see it twice,recommend tourist to visit it first.Thanks to govt.of Rajasthan for very low charges for entrance and maintaing it beautifully.",,8 reviews,6 days ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:43Z
Raja Moorthy,Raja Moorthy,4.0,"Good place to be in the morning or evening. Lots of nice fountains and a nice big lotus,many rose varieties, enjoyed the natural surroundings",Local Guide,28 reviews,11 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:43Z
sunil prakash,sunil prakash,4.0,,Local Guide,36 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:43Z
Karan Mody,Karan Mody,3.0,The place is not maintained at all and the fountains look extremely weak. The water in the fountains looks diseased. The only good part about the bari is that it's got beautiful trees and lots of space to walk around barefoot on grass and that makes you feel good,Local Guide,22 reviews,2 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:43Z
MD Sajeed,MD Sajeed,5.0,Mind blowing place awesomeness Place lots of peoples have visited here,Local Guide,115 reviews,5 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:43Z
prashant chavan,prashant chavan,5.0,,Local Guide,123 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:43Z
ASHWIN DINKAN,ASHWIN DINKAN,2.0,,Local Guide,140 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:43Z
Samir Santra,Samir Santra,4.0,,Local Guide,267 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:43Z
DAXESH KATARA,DAXESH KATARA,5.0,,Local Guide,50 reviews,3 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:43Z
Narayana Rao,Narayana Rao,3.0,"Lot of greenery,must visit with a guide to understand the various aspects of the garden,the fountain (lotus) where fountain from the elephants trunk is a must see,nicely planned,the water falling on the trees gives a feeling of rain",Local Guide,108 reviews,a month ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:44Z
Surabhi Kushwaha,Surabhi Kushwaha,5.0,It was my first visit and I loved it. So serene and beautiful,,6 reviews,4 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:44Z
Virinder Vaid,Virinder Vaid,3.0,,,137 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:44Z
Ankana Sen,Ankana Sen,3.0,"Pretty and a bit small, not as well maintained as I hoped, but it's almost like a good quality park",,1,2 weeks ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:45Z
Dr.Jyoti Jha,Dr.Jyoti Jha,5.0,"Nice place to visit with family ,nice ambience",Local Guide,33 reviews,2 weeks ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:45Z
Ayush Agarwal,Ayush Agarwal,4.0,"Saheliyon ki Bari in Udaipur is a mesmerizing oasis, boasting meticulously maintained fountains and lush lawns. The grandeur of the garden is enhanced by the beautifully kept palm trees. A serene haven that offers tranquility and natural beauty, making it a must-visit destination in Udaipur.",Local Guide,125 reviews,4 weeks ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:45Z
Pragati,Pragati,5.0,Beautiful place with Greenery and fountains all around. If you are looking to take pictures then definitely it's a good place.,Local Guide,51 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:45Z
Priti Jain,Priti Jain,5.0,,Local Guide,106 reviews,2 years ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:45Z
anandhi srivatsan,anandhi srivatsan,4.0,,,16 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:45Z
GOPAL LAL Sharma,GOPAL LAL Sharma,5.0,Visited in the morning. The place is very beautiful. The fountains work without electricity. The water flows from Fatehsagar lake which is situated at higher altitude.,,7 reviews,a month ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:45Z
Harshit Bansal,Harshit Bansal,5.0,Absolutely stunning! You will be mesmerised by its beauty. The fountains are in need of a little maintenance but the gardens are breathtaking.,,6 reviews,4 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:45Z
manthan,manthan,4.0,,,8 reviews,11 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:45Z
Nida Shaikh,Nida Shaikh,4.0,,Local Guide,96 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:45Z
Divyank Atwal,Divyank Atwal,5.0,Must Visit Place in Udaipur. Parking available. You need tickets to enter the Garden. A very Photogenic Place,Local Guide,51 reviews,7 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:45Z
Priyanshi jaiswal,Priyanshi jaiswal,5.0,,Local Guide,58 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:45Z
khushbu Bhardwaj,khushbu Bhardwaj,5.0,"Amazing and must visit place… it has gardens, fountains, lovely and amazing view. Peaceful place to sit and enjoy…",Local Guide,21 reviews,a month ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:45Z
Mansi Bahuguna,Mansi Bahuguna,5.0,,Local Guide,30 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:45Z
Ron Dan Rose,Ron Dan Rose,5.0,,Local Guide,258 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:45Z
ARPIT KATIYAR,ARPIT KATIYAR,5.0,"Love this place, please go in early morning to avoid crowds 😕",Local Guide,56 reviews,4 weeks ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:45Z
Shivani Pednekar,Shivani Pednekar,5.0,Beautiful garden. Must visit,Local Guide,240 reviews,5 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:45Z
Prateek Mishra,Prateek Mishra,2.0,"For time pass only , its a park as normal park",Local Guide,187 reviews,a month ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:45Z
Sneha Guhagarkar,Sneha Guhagarkar,4.0,Beautiful garden. Well maintained lawns and flowering plants and fountains. Very small area. Good if you like gardens. Nothing more to see. 20Rs entry fee.,Local Guide,19 reviews,5 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:45Z
Harshita Gupta,Harshita Gupta,5.0,Beautiful place & I must recommend to visit here if you re planing to visit udaipur.,Local Guide,47 reviews,8 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:45Z
Dr. M Y Achhava,Dr. M Y Achhava,4.0,,Local Guide,239 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:45Z
Pratiksha Likhar,Pratiksha Likhar,5.0,,Local Guide,11 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:45Z
Mayur Thummar,Mayur Thummar,4.0,,Local Guide,14 reviews,2 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:45Z
Drishti Tokkar,Drishti Tokkar,5.0,,,5 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:45Z
Ritesh Kumar,Ritesh Kumar,3.0,It's ok  like a Garden nothing special. Restrooms: Before the entry of the park,Local Guide,202 reviews,2 weeks ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:45Z
Naveen Raj Bhatia,Naveen Raj Bhatia,5.0,"Very big and nice gardens with elegant fountains. Well maintained, neat and clean.",Local Guide,128 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:45Z
NIRAJ SINHA,NIRAJ SINHA,4.0,A very beautiful garden with magical fountains !!,Local Guide,420 reviews,5 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:46Z
Navin Thakkar,Navin Thakkar,3.0,"This is a garden , ticket price high, ok ok",Local Guide,427 reviews,2 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:46Z
Shiyal Pratik,Shiyal Pratik,4.0,Garden as for the rest and relax with some click about with your saheli….,Local Guide,12 reviews,4 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:46Z
ritu singh,ritu singh,3.0,,Local Guide,92 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:46Z
Sudhir Prabhu,Sudhir Prabhu,5.0,,Local Guide,41 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:46Z
Dipali Sanghavi,Dipali Sanghavi,5.0,,Local Guide,84 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:46Z
Vijendra Kumar H,Vijendra Kumar H,4.0,,Local Guide,41 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:46Z
Vaibhavi Rathod,Vaibhavi Rathod,5.0,,Local Guide,54 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:46Z
omkar panhalkar,omkar panhalkar,5.0,,Local Guide,65 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:47Z
Kineree Shah,Kineree Shah,3.0,,,7 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:47Z
Haresh Khatri,Haresh Khatri,5.0,,Local Guide,16 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:47Z
Choudhary Arjun Thalor,Choudhary Arjun Thalor,5.0,,Local Guide,86 reviews,11 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:47Z
Sadanand Pal,Sadanand Pal,4.0,This place is most favourite of Udaipur city in Rajsthan . Beautiful Garden entry fee applicable,Local Guide,49 reviews,10 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:47Z
Prashant Pathak,Prashant Pathak,4.0,,Local Guide,239 reviews,11 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:47Z
Anirban Chatterjee,Anirban Chatterjee,4.0,A garden with 5 fountains that was built by the king so that the royal ladoes could be  stroll free under open air soaking in the sun duting winter and enjoying the monsoon. The 5 fountains have diffrent designs and meant to serve at different times of the year. A good sight seeing visit when you are in Udaipur.,Local Guide,45 reviews,4 weeks ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:47Z
Arobindo Chatterjee,Arobindo Chatterjee,5.0,Beautiful garden with lots of fountains and that too which respond to sound. Amazing ancient technology. Exceptionally well maintained.,Local Guide,248 reviews,4 weeks ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:47Z
Amit Gupta,Amit Gupta,5.0,,Local Guide,92 reviews,10 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:47Z
Arrow Vision hr,Arrow Vision hr,5.0,Greenery and fountain and painting. Always prefer to take guide at 50rs only. And it’s actually valued of money. Very nice,Local Guide,167 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:47Z
Saumya Dikshit,Saumya Dikshit,5.0,,Local Guide,86 reviews,11 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:47Z
Suchismita Bar,Suchismita Bar,3.0,,Local Guide,79 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:47Z
Indu Sudhakaran,Indu Sudhakaran,3.0,,Local Guide,60 reviews,2 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:48Z
STG,STG,5.0,,Local Guide,63 reviews,2 years ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:48Z
Sandy Gandhi,Sandy Gandhi,5.0,Garden area and amazing place for relaxation in Udaipur,Local Guide,39 reviews,2 weeks ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:48Z
Ninad Lele,Ninad Lele,5.0,,Local Guide,113 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:48Z
